t, Precipitation,t, Flow,,,,, 
41049.8,0,41049.8,2487.428,,,,,
41049.9,0,41049.9,2487.434,,,,,
41050,0,41050,2487.44,,,,,
41050.1,0,41050.1,2487.446,,,,,
41050.2,0.006671471,41050.2,2487.452,,,,,
41050.3,0,41050.3,2487.458,,,,,
41050.4,0,41050.4,2487.464,,,,,
41050.5,0,41050.5,2487.47,,,,,
41050.6,0,41050.6,2487.476,,,,,
41050.7,0,41050.7,2487.483,,,,,
41050.8,0,41050.8,2487.489,,,,,
41050.9,0,41050.9,2487.495,,,,,
41051,0,41051,2487.501,,,,,
41051.1,0,41051.1,2487.507,,,,,
41051.2,0.01334294,41051.2,2487.513,,,,,
41051.3,0,41051.3,2487.519,,,,,
41051.4,0,41051.4,2487.525,,,,,
41051.5,0,41051.5,2487.531,,,,,
41051.6,0,41051.6,2487.537,,,,,
41051.7,2.9,41051.7,2487.543,,,,,
41051.8,0,41051.8,2487.549,,,,,
41051.9,0,41051.9,2487.555,,,,,
41052,0,41052,2487.561,,,,,
41052.1,0,41052.1,2487.567,,,,,
41052.2,0,41052.2,2487.573,,,,,
41052.3,0,41052.3,2487.579,,,,,
41052.4,0,41052.4,2487.586,,,,,
41052.5,0,41052.5,2487.592,,,,,
41052.6,0,41052.6,2487.598,,,,,
41052.7,0,41052.7,2487.604,,,,,
41052.8,0,41052.8,2487.61,,,,,
41052.9,0,41052.9,2487.616,,,,,
41053,0,41053,2487.622,,,,,
41053.1,0,41053.1,2487.628,,,,,
41053.2,0,41053.2,2487.634,,,,,
41053.3,0,41053.3,2487.64,,,,,
41053.4,0,41053.4,2487.646,,,,,
41053.5,0,41053.5,2487.652,,,,,
41053.6,0,41053.6,2487.658,,,,,
41053.7,0,41053.7,2487.664,,,,,
41053.8,0,41053.8,2487.67,,,,,
41053.9,0,41053.9,2487.676,,,,,
41054,0,41054,2487.682,,,,,
41054.1,0,41054.1,2487.689,,,,,
41054.2,0,41054.2,2487.695,,,,,
41054.3,0,41054.3,2487.701,,,,,
41054.4,0,41054.4,2487.707,,,,,
41054.5,0,41054.5,2487.713,,,,,
41054.6,0,41054.6,2487.719,,,,,
41054.7,0,41054.7,2487.725,,,,,
41054.8,0,41054.8,2487.731,,,,,
41054.9,0,41054.9,2487.737,,,,,
41055,0,41055,2487.743,,,,,
41055.1,0,41055.1,2487.749,,,,,
41055.2,0,41055.2,2487.755,,,,,
41055.3,0,41055.3,2487.761,,,,,
41055.4,0,41055.4,2487.767,,,,,
41055.5,0,41055.5,2487.773,,,,,
41055.6,0,41055.6,2487.779,,,,,
41055.7,0,41055.7,2487.785,,,,,
41055.8,0,41055.8,2487.792,,,,,
41055.9,0.1179468,41055.9,2487.798,,,,,
41056,0,41056,2487.804,,,,,
41056.1,0,41056.1,2487.81,,,,,
41056.2,0,41056.2,2487.816,,,,,
41056.3,0,41056.3,2487.822,,,,,
41056.4,0,41056.4,2487.828,,,,,
41056.5,0,41056.5,2487.834,,,,,
41056.6,0,41056.6,2487.84,,,,,
41056.7,0,41056.7,2487.846,,,,,
41056.8,0,41056.8,2487.852,,,,,
41056.9,0,41056.9,2487.858,,,,,
41057,0,41057,2487.864,,,,,
41057.1,0,41057.1,2487.87,,,,,
41057.2,0,41057.2,2487.876,,,,,
41057.3,0,41057.3,2487.882,,,,,
41057.4,0,41057.4,2487.888,,,,,
41057.5,0,41057.5,2487.895,,,,,
41057.6,0,41057.6,2487.901,,,,,
41057.7,0,41057.7,2487.907,,,,,
41057.8,0,41057.8,2487.913,,,,,
41057.9,0.9065756,41057.9,2487.919,,,,,
41058,0,41058,2487.925,,,,,
41058.1,0,41058.1,2487.931,,,,,
41058.2,0,41058.2,2487.937,,,,,
41058.3,0,41058.3,2487.943,,,,,
41058.4,0,41058.4,2487.949,,,,,
41058.5,0,41058.5,2487.955,,,,,
41058.6,0,41058.6,2487.961,,,,,
41058.7,0,41058.7,2487.967,,,,,
41058.8,0,41058.8,2487.973,,,,,
41058.9,0,41058.9,2487.979,,,,,
41059,0,41059,2487.985,,,,,
41059.1,0,41059.1,2487.992,,,,,
41059.2,0,41059.2,2487.998,,,,,
41059.3,0,41059.3,2488.004,,,,,
41059.4,0,41059.4,2488.01,,,,,
41059.5,0,41059.5,2488.016,,,,,
41059.6,0,41059.6,2488.022,,,,,
41059.7,0,41059.7,2488.028,,,,,
41059.8,0,41059.8,2488.034,,,,,
41059.9,0,41059.9,2488.04,,,,,
41060,0,41060,2488.046,,,,,
41060.1,0,41060.1,2488.052,,,,,
41060.2,0,41060.2,2488.058,,,,,
41060.3,0,41060.3,2488.064,,,,,
41060.4,0,41060.4,2488.07,,,,,
41060.5,0,41060.5,2488.076,,,,,
41060.6,0,41060.6,2488.082,,,,,
41060.7,0.7842425,41060.7,2488.088,,,,,
41060.8,0.244416,41060.8,2488.095,,,,,
41060.9,2.174006,41060.9,2488.101,,,,,
41061,0,41061,2488.107,,,,,
41061.1,0,41061.1,2488.113,,,,,
41061.2,0,41061.2,2488.119,,,,,
41061.3,0,41061.3,2488.125,,,,,
41061.4,0,41061.4,2488.131,,,,,
41061.5,0,41061.5,2488.137,,,,,
41061.6,0,41061.6,2488.143,,,,,
41061.7,0,41061.7,2488.149,,,,,
41061.8,0,41061.8,2488.155,,,,,
41061.9,0,41061.9,2488.161,,,,,
41062,0,41062,2488.167,,,,,
41062.1,0,41062.1,2488.173,,,,,
41062.2,0,41062.2,2488.179,,,,,
41062.3,0,41062.3,2488.185,,,,,
41062.4,0,41062.4,2488.191,,,,,
41062.5,0,41062.5,2488.198,,,,,
41062.6,0,41062.6,2488.204,,,,,
41062.7,0,41062.7,2488.21,,,,,
41062.8,0,41062.8,2488.216,,,,,
41062.9,0,41062.9,2488.222,,,,,
41063,0,41063,2488.228,,,,,
41063.1,0,41063.1,2488.234,,,,,
41063.2,0,41063.2,2488.24,,,,,
41063.3,0,41063.3,2488.246,,,,,
41063.4,0,41063.4,2488.252,,,,,
41063.5,0,41063.5,2488.258,,,,,
41063.6,0,41063.6,2488.264,,,,,
41063.7,0,41063.7,2488.27,,,,,
41063.8,0,41063.8,2488.276,,,,,
41063.9,0,41063.9,2488.282,,,,,
41064,0,41064,2488.288,,,,,
41064.1,0,41064.1,2488.294,,,,,
41064.2,0,41064.2,2488.301,,,,,
41064.3,0,41064.3,2488.307,,,,,
41064.4,0,41064.4,2488.313,,,,,
41064.5,0,41064.5,2488.319,,,,,
41064.6,0,41064.6,2488.325,,,,,
41064.7,0,41064.7,2488.331,,,,,
41064.8,0,41064.8,2488.337,,,,,
41064.9,0,41064.9,2488.343,,,,,
41065,0,41065,2488.349,,,,,
41065.1,0,41065.1,2488.355,,,,,
41065.2,0,41065.2,2488.361,,,,,
41065.3,0,41065.3,2488.367,,,,,
41065.4,0,41065.4,2488.373,,,,,
41065.5,0,41065.5,2488.379,,,,,
41065.6,0,41065.6,2488.385,,,,,
41065.7,0,41065.7,2488.391,,,,,
41065.8,0,41065.8,2488.397,,,,,
41065.9,0,41065.9,2488.404,,,,,
41066,0,41066,2488.41,,,,,
41066.1,0,41066.1,2488.416,,,,,
41066.2,0,41066.2,2488.422,,,,,
41066.3,0,41066.3,2488.428,,,,,
41066.4,0,41066.4,2488.434,,,,,
41066.5,0,41066.5,2488.44,,,,,
41066.6,0,41066.6,2488.446,,,,,
41066.7,0,41066.7,2488.452,,,,,
41066.8,0,41066.8,2488.458,,,,,
41066.9,0,41066.9,2488.464,,,,,
41067,0,41067,2488.47,,,,,
41067.1,0,41067.1,2488.476,,,,,
41067.2,0,41067.2,2488.482,,,,,
41067.3,0,41067.3,2488.488,,,,,
41067.4,0,41067.4,2488.494,,,,,
41067.5,0,41067.5,2488.501,,,,,
41067.6,0,41067.6,2488.507,,,,,
41067.7,0,41067.7,2488.513,,,,,
41067.8,0,41067.8,2488.519,,,,,
41067.9,0,41067.9,2488.525,,,,,
41068,0,41068,2488.531,,,,,
41068.1,0,41068.1,2488.537,,,,,
41068.2,0,41068.2,2488.543,,,,,
41068.3,0,41068.3,2488.549,,,,,
41068.4,0,41068.4,2488.555,,,,,
41068.5,0,41068.5,2488.561,,,,,
41068.6,0,41068.6,2488.567,,,,,
41068.7,0,41068.7,2488.573,,,,,
41068.8,0,41068.8,2488.579,,,,,
41068.9,0,41068.9,2488.585,,,,,
41069,0,41069,2488.591,,,,,
41069.1,0,41069.1,2488.597,,,,,
41069.2,0,41069.2,2488.604,,,,,
41069.3,0,41069.3,2488.61,,,,,
41069.4,0,41069.4,2488.616,,,,,
41069.5,0,41069.5,2488.622,,,,,
41069.6,0,41069.6,2488.628,,,,,
41069.7,0,41069.7,2488.634,,,,,
41069.8,0,41069.8,2488.64,,,,,
41069.9,0,41069.9,2488.646,,,,,
41070,0,41070,2488.652,,,,,
41070.1,0,41070.1,2488.658,,,,,
41070.2,0,41070.2,2488.664,,,,,
41070.3,0,41070.3,2488.67,,,,,
41070.4,0,41070.4,2488.676,,,,,
41070.5,0,41070.5,2488.682,,,,,
41070.6,0,41070.6,2488.688,,,,,
41070.7,0,41070.7,2488.694,,,,,
41070.8,0,41070.8,2488.7,,,,,
41070.9,0,41070.9,2488.707,,,,,
41071,0,41071,2488.713,,,,,
41071.1,0,41071.1,2488.719,,,,,
41071.2,1.829747E-08,41071.2,2488.725,,,,,
41071.3,0.06666667,41071.3,2488.731,,,,,
41071.4,0,41071.4,2488.737,,,,,
41071.5,0.1266859,41071.5,2488.743,,,,,
41071.6,0.04666347,41071.6,2488.749,,,,,
41071.7,0,41071.7,2488.755,,,,,
41071.8,0,41071.8,2488.761,,,,,
41071.9,0,41071.9,2488.767,,,,,
41072,0,41072,2488.773,,,,,
41072.1,0,41072.1,2488.779,,,,,
41072.2,0,41072.2,2488.785,,,,,
41072.3,0,41072.3,2488.791,,,,,
41072.4,0,41072.4,2488.797,,,,,
41072.5,0,41072.5,2488.803,,,,,
41072.6,0,41072.6,2488.81,,,,,
41072.7,0,41072.7,2488.816,,,,,
41072.8,0,41072.8,2488.822,,,,,
41072.9,0,41072.9,2488.828,,,,,
41073,0,41073,2488.834,,,,,
41073.1,0,41073.1,2488.84,,,,,
41073.2,0,41073.2,2488.846,,,,,
41073.3,0,41073.3,2488.852,,,,,
41073.4,0,41073.4,2488.858,,,,,
41073.5,0,41073.5,2488.864,,,,,
41073.6,0,41073.6,2488.87,,,,,
41073.7,0,41073.7,2488.876,,,,,
41073.8,0,41073.8,2488.882,,,,,
41073.9,0,41073.9,2488.888,,,,,
41074,0,41074,2488.894,,,,,
41074.1,0,41074.1,2488.9,,,,,
41074.2,0,41074.2,2488.906,,,,,
41074.3,0,41074.3,2488.913,,,,,
41074.4,0,41074.4,2488.919,,,,,
41074.5,0,41074.5,2488.925,,,,,
41074.6,0,41074.6,2488.931,,,,,
41074.7,0,41074.7,2488.937,,,,,
41074.8,0,41074.8,2488.943,,,,,
41074.9,0,41074.9,2488.949,,,,,
41075,0,41075,2488.955,,,,,
41075.1,0,41075.1,2488.961,,,,,
41075.2,0,41075.2,2488.967,,,,,
41075.3,0,41075.3,2488.973,,,,,
41075.4,0,41075.4,2488.979,,,,,
41075.5,0,41075.5,2488.985,,,,,
41075.6,0,41075.6,2488.991,,,,,
41075.7,0,41075.7,2488.997,,,,,
41075.8,0,41075.8,2489.003,,,,,
41075.9,0,41075.9,2489.01,,,,,
41076,0,41076,2489.016,,,,,
41076.1,0,41076.1,2489.022,,,,,
41076.2,0,41076.2,2489.028,,,,,
41076.3,0,41076.3,2489.034,,,,,
41076.4,0,41076.4,2489.04,,,,,
41076.5,0,41076.5,2489.046,,,,,
41076.6,0,41076.6,2489.052,,,,,
41076.7,0,41076.7,2489.058,,,,,
41076.8,0,41076.8,2489.064,,,,,
41076.9,0,41076.9,2489.07,,,,,
41077,0,41077,2489.076,,,,,
41077.1,0,41077.1,2489.082,,,,,
41077.2,0.5,41077.2,2489.088,,,,,
41077.3,0,41077.3,2489.094,,,,,
41077.4,1.354581,41077.4,2489.1,,,,,
41077.5,0,41077.5,2489.106,,,,,
41077.6,0,41077.6,2489.113,,,,,
41077.7,0,41077.7,2489.119,,,,,
41077.8,0,41077.8,2489.125,,,,,
41077.9,0,41077.9,2489.131,,,,,
41078,0,41078,2489.137,,,,,
41078.1,0,41078.1,2489.143,,,,,
41078.2,0,41078.2,2489.149,,,,,
41078.3,0,41078.3,2489.155,,,,,
41078.4,0,41078.4,2489.161,,,,,
41078.5,0,41078.5,2489.167,,,,,
41078.6,0,41078.6,2489.173,,,,,
41078.7,0,41078.7,2489.179,,,,,
41078.8,0,41078.8,2489.185,,,,,
41078.9,0,41078.9,2489.191,,,,,
41079,0,41079,2489.197,,,,,
41079.1,0,41079.1,2489.203,,,,,
41079.2,0,41079.2,2489.209,,,,,
41079.3,0,41079.3,2489.216,,,,,
41079.4,0,41079.4,2489.222,,,,,
41079.5,0,41079.5,2489.228,,,,,
41079.6,0,41079.6,2489.234,,,,,
41079.7,0,41079.7,2489.24,,,,,
41079.8,0,41079.8,2489.246,,,,,
41079.9,0,41079.9,2489.252,,,,,
41080,0,41080,2489.258,,,,,
41080.1,0,41080.1,2489.264,,,,,
41080.2,0,41080.2,2489.27,,,,,
41080.3,0,41080.3,2489.276,,,,,
41080.4,0,41080.4,2489.282,,,,,
41080.5,0,41080.5,2489.288,,,,,
41080.6,0,41080.6,2489.294,,,,,
41080.7,0,41080.7,2489.3,,,,,
41080.8,0,41080.8,2489.306,,,,,
41080.9,0,41080.9,2489.312,,,,,
41081,0,41081,2489.319,,,,,
41081.1,0,41081.1,2489.325,,,,,
41081.2,0,41081.2,2489.331,,,,,
41081.3,0,41081.3,2489.337,,,,,
41081.4,0,41081.4,2489.343,,,,,
41081.5,0,41081.5,2489.349,,,,,
41081.6,0,41081.6,2489.355,,,,,
41081.7,0,41081.7,2489.361,,,,,
41081.8,0,41081.8,2489.367,,,,,
41081.9,0,41081.9,2489.373,,,,,
41082,0,41082,2489.379,,,,,
41082.1,0,41082.1,2489.385,,,,,
41082.2,0,41082.2,2489.391,,,,,
41082.3,0,41082.3,2489.397,,,,,
41082.4,0,41082.4,2489.403,,,,,
41082.5,0,41082.5,2489.409,,,,,
41082.6,0,41082.6,2489.415,,,,,
41082.7,0,41082.7,2489.422,,,,,
41082.8,0,41082.8,2489.428,,,,,
41082.9,0,41082.9,2489.434,,,,,
41083,0,41083,2489.44,,,,,
41083.1,0,41083.1,2489.446,,,,,
41083.2,0,41083.2,2489.452,,,,,
41083.3,0,41083.3,2489.458,,,,,
41083.4,0,41083.4,2489.464,,,,,
41083.5,0,41083.5,2489.47,,,,,
41083.6,0,41083.6,2489.476,,,,,
41083.7,0,41083.7,2489.482,,,,,
41083.8,0,41083.8,2489.488,,,,,
41083.9,0,41083.9,2489.494,,,,,
41084,0,41084,2489.5,,,,,
41084.1,0,41084.1,2489.506,,,,,
41084.2,0,41084.2,2489.512,,,,,
41084.3,0,41084.3,2489.519,,,,,
41084.4,0,41084.4,2489.525,,,,,
41084.5,0,41084.5,2489.531,,,,,
41084.6,0,41084.6,2489.537,,,,,
41084.7,0,41084.7,2489.543,,,,,
41084.8,0,41084.8,2489.549,,,,,
41084.9,0,41084.9,2489.555,,,,,
41085,0,41085,2489.561,,,,,
41085.1,0,41085.1,2489.567,,,,,
41085.2,0,41085.2,2489.573,,,,,
41085.3,0,41085.3,2489.579,,,,,
41085.4,0,41085.4,2489.585,,,,,
41085.5,0,41085.5,2489.591,,,,,
41085.6,0,41085.6,2489.597,,,,,
41085.7,0,41085.7,2489.603,,,,,
41085.8,0,41085.8,2489.609,,,,,
41085.9,0,41085.9,2489.615,,,,,
41086,0,41086,2489.622,,,,,
41086.1,0,41086.1,2489.628,,,,,
41086.2,0,41086.2,2489.634,,,,,
41086.3,0,41086.3,2489.64,,,,,
41086.4,0,41086.4,2489.646,,,,,
41086.5,0,41086.5,2489.652,,,,,
41086.6,0,41086.6,2489.658,,,,,
41086.7,0,41086.7,2489.664,,,,,
41086.8,0,41086.8,2489.67,,,,,
41086.9,0,41086.9,2489.676,,,,,
41087,0,41087,2489.682,,,,,
41087.1,0,41087.1,2489.688,,,,,
41087.2,0,41087.2,2489.694,,,,,
41087.3,0,41087.3,2489.7,,,,,
41087.4,0,41087.4,2489.706,,,,,
41087.5,0,41087.5,2489.712,,,,,
41087.6,0,41087.6,2489.718,,,,,
41087.7,0,41087.7,2489.725,,,,,
41087.8,0,41087.8,2489.731,,,,,
41087.9,0,41087.9,2489.737,,,,,
41088,0,41088,2489.743,,,,,
41088.1,0,41088.1,2489.749,,,,,
41088.2,0,41088.2,2489.755,,,,,
41088.3,0,41088.3,2489.761,,,,,
41088.4,0,41088.4,2489.767,,,,,
41088.5,0,41088.5,2489.773,,,,,
41088.6,0,41088.6,2489.779,,,,,
41088.7,0,41088.7,2489.785,,,,,
41088.8,0,41088.8,2489.791,,,,,
41088.9,0,41088.9,2489.797,,,,,
41089,0,41089,2489.803,,,,,
41089.1,0,41089.1,2489.809,,,,,
41089.2,0,41089.2,2489.815,,,,,
41089.3,0,41089.3,2489.821,,,,,
41089.4,0,41089.4,2489.828,,,,,
41089.5,0,41089.5,2489.834,,,,,
41089.6,0,41089.6,2489.84,,,,,
41089.7,0,41089.7,2489.846,,,,,
41089.8,0,41089.8,2489.852,,,,,
41089.9,0,41089.9,2489.858,,,,,
41090,0,41090,2489.864,,,,,
41090.1,0,41090.1,2489.87,,,,,
41090.2,0,41090.2,2489.876,,,,,
41090.3,0,41090.3,2489.882,,,,,
41090.4,0,41090.4,2489.888,,,,,
41090.5,0,41090.5,2489.894,,,,,
41090.6,0,41090.6,2489.9,,,,,
41090.7,0,41090.7,2489.906,,,,,
41090.8,0,41090.8,2489.912,,,,,
41090.9,0,41090.9,2489.918,,,,,
41091,0,41091,2489.924,,,,,
41091.1,0,41091.1,2489.931,,,,,
41091.2,0,41091.2,2489.937,,,,,
41091.3,0,41091.3,2489.943,,,,,
41091.4,0,41091.4,2489.949,,,,,
41091.5,0,41091.5,2489.955,,,,,
41091.6,0,41091.6,2489.961,,,,,
41091.7,0,41091.7,2489.967,,,,,
41091.8,0,41091.8,2489.973,,,,,
41091.9,0,41091.9,2489.979,,,,,
41092,0,41092,2489.985,,,,,
41092.1,0,41092.1,2489.991,,,,,
41092.2,0,41092.2,2489.997,,,,,
41092.3,0,41092.3,2490.003,,,,,
41092.4,0,41092.4,2490.009,,,,,
41092.5,0,41092.5,2490.015,,,,,
41092.6,0,41092.6,2490.021,,,,,
41092.7,0,41092.7,2490.028,,,,,
41092.8,0,41092.8,2490.034,,,,,
41092.9,0,41092.9,2490.04,,,,,
41093,0,41093,2490.046,,,,,
41093.1,0,41093.1,2490.052,,,,,
41093.2,0,41093.2,2490.058,,,,,
41093.3,0,41093.3,2490.064,,,,,
41093.4,0,41093.4,2490.07,,,,,
41093.5,0,41093.5,2490.076,,,,,
41093.6,0,41093.6,2490.082,,,,,
41093.7,0,41093.7,2490.088,,,,,
41093.8,0,41093.8,2490.094,,,,,
41093.9,0,41093.9,2490.1,,,,,
41094,0,41094,2490.106,,,,,
41094.1,0,41094.1,2490.112,,,,,
41094.2,0,41094.2,2490.118,,,,,
41094.3,0,41094.3,2490.124,,,,,
41094.4,0,41094.4,2490.131,,,,,
41094.5,0,41094.5,2490.137,,,,,
41094.6,0,41094.6,2490.143,,,,,
41094.7,0,41094.7,2490.149,,,,,
41094.8,0,41094.8,2490.155,,,,,
41094.9,0,41094.9,2490.161,,,,,
41095,0,41095,2490.167,,,,,
41095.1,0,41095.1,2490.173,,,,,
41095.2,0,41095.2,2490.179,,,,,
41095.3,0,41095.3,2490.185,,,,,
41095.4,0,41095.4,2490.191,,,,,
41095.5,0,41095.5,2490.197,,,,,
41095.6,0,41095.6,2490.203,,,,,
41095.7,0,41095.7,2490.209,,,,,
41095.8,0,41095.8,2490.215,,,,,
41095.9,0,41095.9,2490.221,,,,,
41096,0,41096,2490.227,,,,,
41096.1,0,41096.1,2490.234,,,,,
41096.2,0,41096.2,2490.24,,,,,
41096.3,0,41096.3,2490.246,,,,,
41096.4,0,41096.4,2490.252,,,,,
41096.5,0,41096.5,2490.258,,,,,
41096.6,0,41096.6,2490.264,,,,,
41096.7,0,41096.7,2490.27,,,,,
41096.8,0,41096.8,2490.276,,,,,
41096.9,0,41096.9,2490.282,,,,,
41097,0,41097,2490.288,,,,,
41097.1,0,41097.1,2490.294,,,,,
41097.2,0,41097.2,2490.3,,,,,
41097.3,0,41097.3,2490.306,,,,,
41097.4,0,41097.4,2490.312,,,,,
41097.5,0,41097.5,2490.318,,,,,
41097.6,0,41097.6,2490.324,,,,,
41097.7,0,41097.7,2490.33,,,,,
41097.8,0,41097.8,2490.337,,,,,
41097.9,0,41097.9,2490.343,,,,,
41098,3.169434,41098,2490.349,,,,,
41098.1,0.1608641,41098.1,2490.355,,,,,
41098.2,0.1000721,41098.2,2490.361,,,,,
41098.3,0.1333333,41098.3,2490.367,,,,,
41098.4,0,41098.4,2490.373,,,,,
41098.5,0,41098.5,2490.379,,,,,
41098.6,0,41098.6,2490.385,,,,,
41098.7,0,41098.7,2490.391,,,,,
41098.8,0,41098.8,2490.397,,,,,
41098.9,0,41098.9,2490.403,,,,,
41099,0,41099,2490.409,,,,,
41099.1,0,41099.1,2490.415,,,,,
41099.2,0,41099.2,2490.421,,,,,
41099.3,0,41099.3,2490.427,,,,,
41099.4,0,41099.4,2490.433,,,,,
41099.5,0,41099.5,2490.44,,,,,
41099.6,0,41099.6,2490.446,,,,,
41099.7,0,41099.7,2490.452,,,,,
41099.8,0,41099.8,2490.458,,,,,
41099.9,0.1066475,41099.9,2490.464,,,,,
41100,0,41100,2490.47,,,,,
41100.1,0,41100.1,2490.476,,,,,
41100.2,0,41100.2,2490.482,,,,,
41100.3,0,41100.3,2490.488,,,,,
41100.4,0,41100.4,2490.494,,,,,
41100.5,0,41100.5,2490.5,,,,,
41100.6,0,41100.6,2490.506,,,,,
41100.7,0,41100.7,2490.512,,,,,
41100.8,0,41100.8,2490.518,,,,,
41100.9,0,41100.9,2490.524,,,,,
41101,0,41101,2490.53,,,,,
41101.1,0,41101.1,2490.537,,,,,
41101.2,0,41101.2,2490.543,,,,,
41101.3,0,41101.3,2490.549,,,,,
41101.4,0,41101.4,2490.555,,,,,
41101.5,0,41101.5,2490.561,,,,,
41101.6,0,41101.6,2490.567,,,,,
41101.7,0,41101.7,2490.573,,,,,
41101.8,0,41101.8,2490.579,,,,,
41101.9,0,41101.9,2490.585,,,,,
41102,0,41102,2490.591,,,,,
41102.1,0,41102.1,2490.597,,,,,
41102.2,0,41102.2,2490.603,,,,,
41102.3,0,41102.3,2490.609,,,,,
41102.4,0,41102.4,2490.615,,,,,
41102.5,0,41102.5,2490.621,,,,,
41102.6,0,41102.6,2490.627,,,,,
41102.7,0,41102.7,2490.633,,,,,
41102.8,0,41102.8,2490.64,,,,,
41102.9,0,41102.9,2490.646,,,,,
41103,0,41103,2490.652,,,,,
41103.1,0,41103.1,2490.658,,,,,
41103.2,0.4,41103.2,2490.664,,,,,
41103.3,0,41103.3,2490.67,,,,,
41103.4,0,41103.4,2490.676,,,,,
41103.5,0,41103.5,2490.682,,,,,
41103.6,0,41103.6,2490.688,,,,,
41103.7,0.09110399,41103.7,2490.694,,,,,
41103.8,0,41103.8,2490.7,,,,,
41103.9,0,41103.9,2490.706,,,,,
41104,0,41104,2490.712,,,,,
41104.1,0,41104.1,2490.718,,,,,
41104.2,0,41104.2,2490.724,,,,,
41104.3,0,41104.3,2490.73,,,,,
41104.4,0,41104.4,2490.736,,,,,
41104.5,0,41104.5,2490.743,,,,,
41104.6,0,41104.6,2490.749,,,,,
41104.7,0,41104.7,2490.755,,,,,
41104.8,0,41104.8,2490.761,,,,,
41104.9,0,41104.9,2490.767,,,,,
41105,0.01334293,41105,2490.773,,,,,
41105.1,0,41105.1,2490.779,,,,,
41105.2,0,41105.2,2490.785,,,,,
41105.3,0,41105.3,2490.791,,,,,
41105.4,0,41105.4,2490.797,,,,,
41105.5,0,41105.5,2490.803,,,,,
41105.6,0,41105.6,2490.809,,,,,
41105.7,0.06666663,41105.7,2490.815,,,,,
41105.8,0,41105.8,2490.821,,,,,
41105.9,0,41105.9,2490.827,,,,,
41106,0,41106,2490.833,,,,,
41106.1,0,41106.1,2490.839,,,,,
41106.2,0,41106.2,2490.846,,,,,
41106.3,0,41106.3,2490.852,,,,,
41106.4,0,41106.4,2490.858,,,,,
41106.5,0,41106.5,2490.864,,,,,
41106.6,0,41106.6,2490.87,,,,,
41106.7,0,41106.7,2490.876,,,,,
41106.8,0,41106.8,2490.882,,,,,
41106.9,0,41106.9,2490.888,,,,,
41107,0,41107,2490.894,,,,,
41107.1,0,41107.1,2490.9,,,,,
41107.2,0,41107.2,2490.906,,,,,
41107.3,0,41107.3,2490.912,,,,,
41107.4,0,41107.4,2490.918,,,,,
41107.5,0,41107.5,2490.924,,,,,
41107.6,0,41107.6,2490.93,,,,,
41107.7,0,41107.7,2490.936,,,,,
41107.8,0,41107.8,2490.942,,,,,
41107.9,0,41107.9,2490.949,,,,,
41108,0,41108,2490.955,,,,,
41108.1,0,41108.1,2490.961,,,,,
41108.2,0,41108.2,2490.967,,,,,
41108.3,0,41108.3,2490.973,,,,,
41108.4,0,41108.4,2490.979,,,,,
41108.5,0,41108.5,2490.985,,,,,
41108.6,0,41108.6,2490.991,,,,,
41108.7,0,41108.7,2490.997,,,,,
41108.8,0,41108.8,2491.003,,,,,
41108.9,2.7,41108.9,2491.009,,,,,
41109,0.2333336,41109,2491.015,,,,,
41109.1,0,41109.1,2491.021,,,,,
41109.2,0,41109.2,2491.027,,,,,
41109.3,0,41109.3,2491.033,,,,,
41109.4,0,41109.4,2491.039,,,,,
41109.5,0.1470466,41109.5,2491.046,,,,,
41109.6,0,41109.6,2491.052,,,,,
41109.7,0,41109.7,2491.058,,,,,
41109.8,0.03333333,41109.8,2491.064,,,,,
41109.9,0.2318628,41109.9,2491.07,,,,,
41110,0,41110,2491.076,,,,,
41110.1,0,41110.1,2491.082,,,,,
41110.2,0,41110.2,2491.088,,,,,
41110.3,0,41110.3,2491.094,,,,,
41110.4,0.09779199,41110.4,2491.1,,,,,
41110.5,0,41110.5,2491.106,,,,,
41110.6,0,41110.6,2491.112,,,,,
41110.7,0.6124211,41110.7,2491.118,,,,,
41110.8,0,41110.8,2491.124,,,,,
41110.9,0,41110.9,2491.13,,,,,
41111,0,41111,2491.136,,,,,
41111.1,0,41111.1,2491.142,,,,,
41111.2,0,41111.2,2491.149,,,,,
41111.3,0,41111.3,2491.155,,,,,
41111.4,0,41111.4,2491.161,,,,,
41111.5,0,41111.5,2491.167,,,,,
41111.6,0,41111.6,2491.173,,,,,
41111.7,0,41111.7,2491.179,,,,,
41111.8,0,41111.8,2491.185,,,,,
41111.9,0,41111.9,2491.191,,,,,
41112,0,41112,2491.197,,,,,
41112.1,0,41112.1,2491.203,,,,,
41112.2,0,41112.2,2491.209,,,,,
41112.3,0,41112.3,2491.215,,,,,
41112.4,0,41112.4,2491.221,,,,,
41112.5,0,41112.5,2491.227,,,,,
41112.6,0,41112.6,2491.233,,,,,
41112.7,0,41112.7,2491.239,,,,,
41112.8,0,41112.8,2491.245,,,,,
41112.9,0,41112.9,2491.252,,,,,
41113,0,41113,2491.258,,,,,
41113.1,0,41113.1,2491.264,,,,,
41113.2,0,41113.2,2491.27,,,,,
41113.3,0,41113.3,2491.276,,,,,
41113.4,0,41113.4,2491.282,,,,,
41113.5,0,41113.5,2491.288,,,,,
41113.6,0,41113.6,2491.294,,,,,
41113.7,0,41113.7,2491.3,,,,,
41113.8,0,41113.8,2491.306,,,,,
41113.9,0,41113.9,2491.312,,,,,
